SampleID,Rocktype,Source,Publication1,Publication2,Project,Dlat,Dlong,Sample_type,Core,Depth_m_from,Depth_m_to,Description_Other_notes,,SiO2_pct,TiO2_pct,Al2O3_pct,Fe2O3T_pct,MgO_pct,MnO_pct,CaO_pct,Na2O_pct,K2O_pct,P2O5_pct,SO3_pct,LOI_pct,Cl_pct,Total_calc,Total_LOI,Total_LOI_SO3,aSiO2_pct,aTiO2_pct,aAl2O3_pct,aFe2O3T_pct,aMgO_pct,aMnO_pct,aCaO_pct,aNa2O_pct,aK2O_pct,aP2O5_pct,aTotal,FeOT_pct,Mg,Na20_K2O,K2O_Na2O,ASI,Eu_Eu,Au_ppb,Pt_ppb,Pd_ppb,Re_ppm,Ag_ppm,F_ppm,Bi_ppm,Sn_ppm,Mo_ppm,Be_ppm,Cs_ppm,Ba_ppm,Rb_ppm,Sr_ppm,Pb_ppm,Th_ppm,U_ppm,Nb_ppm,Ta_ppm,Zr_ppm,Hf_ppm,Y_ppm,Ga_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Sc_ppm,Ni_ppm,V_ppm,Cd_ppm,Cr_ppm,Cu_ppm,Zn_ppm,Sb_ppm,As_ppm,Ge_ppm,Ti_ppm
233767,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-31.086,121.61517,core,DNC43905-1,184,184.32,"Fine grained metabasalt with acicular neddles of pyroxene randomly oriented throughout the sample. Stubby, euhedral to subhedral crystals of plagioclase also observed. Plagioclase phenocrysts are 2-3 mm in width and disseminated throughout the sample. Ned",,51.51,0.58,11.9,11.03,11.5,0.16,9.13,1.51,0.15,0.062,0.33,1.98,,97.532,99.51,99.84,52.81,0.59,12.2,11.31,11.79,0.16,9.36,1.55,0.15,0.06,100,9.92,67.4,1.66,0.099338,0.618507,0.933389,2,11,11,,,,0.08,0.8,0.8,0.8,0.38,43.5,3.8,90.4,5,2.53,0.73,3.15,0.18,60,1.68,14,12.8,8.23,16.5,2.03,7.92,1.92,0.64,2.28,0.41,2.46,0.56,1.59,0.25,1.61,0.24,34.4,270,190,,1010,92,75,0.3,,1.55,3477.1
233768,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-31.086,121.61517,core,DNC43905-1,198,198.32,"Fine grained metabasalt with acicular neddles of pyroxene randomly oriented throughout the sample. Stubby, euhedral to subhedral crystals of plagioclase also observed. Plagioclase phenocrysts are 2-3 mm in width and disseminated throughout the sample. Ned",,52.06,0.58,11.85,11.33,11.4,0.17,8.47,1.53,0.287,0.063,0.13,2.05,0.002,97.74,99.79,99.92,53.26,0.59,12.12,11.59,11.66,0.17,8.67,1.57,0.29,0.06,100,10.19,66.62,1.817,0.187582,0.65033,0.92719,6,13,11,,,,0.06,0.8,1.4,0.8,0.7,93,9.9,94.8,5,2.73,0.71,3.16,0.18,61,1.83,14.2,12.6,8.71,16.5,2.04,8.55,2.1,0.67,2.3,0.39,2.56,0.56,1.68,0.26,1.67,0.24,34.8,252,196,0.2,961,72,85,0.2,0.4,1.45,3477.1
233769,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-31.086,121.61517,core,DNC43905-1,218.2,218.6,"Medium to fine grained metabasalt to metadolerite with pyroxene randomly oriented throughout the sample. Stubby, euhedral to subhedral crystals of plagioclase also observed. Plagioclase phenocrysts are 2-3 mm in width and disseminated throughout the sampl",,51.1,0.58,12.01,11.43,11.6,0.17,8.73,1.68,0.318,0.063,0.2,1.96,0.003,97.681,99.64,99.84,52.31,0.59,12.3,11.7,11.88,0.17,8.94,1.72,0.33,0.06,100,10.28,66.81,1.998,0.189286,0.632959,0.834756,4,11,11,,,,0.04,0.8,0.6,0.8,0.81,115,10.8,90.6,5,2.64,0.67,2.98,0.2,60,1.67,14.1,13,8.69,16.9,2.13,8.44,2.18,0.63,2.42,0.4,2.56,0.56,1.64,0.23,1.63,0.25,34.6,246,193,,924,72,80,0.2,0.4,1.55,3477.1
233770,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-31.086,121.61517,core,DNC43905-1,245.86,246.17,"Medium grained metabasalt to metadolerite with pyroxene randomly oriented throughout the sample. Stubby, euhedral to subhedral crystals of plagioclase also observed. Plagioclase phenocrysts are 2-3 mm in width and disseminated throughout the sample. This",,49.54,0.52,10.65,11.49,14.6,0.17,8.29,1.12,0.306,0.056,0.08,2.89,0.002,96.742,99.63,99.71,51.21,0.54,11.01,11.88,15.09,0.18,8.57,1.16,0.32,0.06,100,10.34,71.6,1.426,0.273214,0.617732,0.930635,6,11,14,0.01,,,0.04,0.6,0.6,0.6,0.77,85,11.2,56.5,3,2.28,0.66,2.61,0.18,56,1.57,12.4,11.1,7.52,14.7,1.88,7.58,1.72,0.57,2.03,0.37,2.28,0.51,1.48,0.23,1.54,0.2,30.9,400,172,0.2,1440,62,80,0.2,0.2,1.35,3117.4
233771,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-31.086,121.61517,core,DNC43905-1,251.13,251.45,Medium to coarse grained metabasalt. This sample displays an autoclastic to brecciated or halyoclastic texture with monomitic clasts (altered ?basalt) that are now metamorphosed to feathered to fine-grained biotite-| plagioclase-rich and acicular aggolmer,,51.73,0.52,10.59,11.77,13.7,0.16,7.18,0.59,0.71,0.062,0.02,3.03,0.002,97.012,100.04,100.06,53.32,0.54,10.92,12.13,14.12,0.16,7.4,0.61,0.73,0.06,100,10.59,69.78,1.3,1.20339,0.716097,0.794163,4,11,11,,,,0.04,1,0.8,0.4,1.68,234,28.9,42.3,3,2.53,0.66,2.62,0.19,54.5,1.6,13.3,12.7,8.57,16.4,1.92,7.98,1.95,0.53,2.11,0.37,2.41,0.51,1.61,0.22,1.53,0.23,32.1,264,182,0.1,937,4,120,0.2,0.4,1.5,3117.4
233783,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-31.086,121.61517,core,DNC43905-1,398.94,399.29,"Slightly coarser grained metabasalt with acicular neddles of pyroxene randomly oriented throughout the sample. Stubby, euhedral to subhedral crystals of plagioclase also observed. Neddles of pyroxene may be overprinted by tremolite to actinolite as a meta",,49.27,0.54,11.07,11.31,14.4,0.16,8.21,1.21,0.168,0.061,0.38,2.99,0.002,96.399,99.39,99.77,51.11,0.56,11.48,11.73,14.94,0.17,8.52,1.26,0.17,0.06,100,10.18,71.64,1.378,0.138843,0.647605,0.937133,3,12,12,0.01,,,0.04,0.8,0.8,0.8,0.4,66.5,4.95,58.9,3,2.59,0.64,2.66,0.19,57.5,1.57,14.1,11.6,8.32,16.2,2,7.93,1.98,0.64,2.18,0.38,2.63,0.55,1.54,0.24,1.57,0.23,33.8,418,192,,1430,84,80,0.3,0.2,1.6,3237.3
233786,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-31.07978,121.65336,core,PFC43200-2,3,4,Fine grained acicular metabasalt with pyroxene neddles and actinolite amphibole present. Stubby grains of euhedral to subhedral plagioclase also strewn throughout this dark green matrix. Homogenous sample otherwise.,,49.68,0.6,10.47,11.43,16,0.16,7.59,1.76,0.492,0.079,0.19,1.08,0.012,98.261,99.34,99.53,50.56,0.61,10.66,11.63,16.28,0.16,7.72,1.79,0.5,0.08,100,10.28,73.53,2.252,0.279545,0.607929,0.879342,2,8,8,,,,0.02,0.4,0.6,0.8,0.5,224,12.8,155,4,2.18,0.39,3.07,0.17,65.5,1.93,12.6,12.7,11,21.3,2.72,10.2,2.3,0.67,2.31,0.38,2.35,0.49,1.49,0.2,1.44,0.19,25.5,680,172,0.1,1900,86,85,,0.2,1.35,3597
211846,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,215.81,215.94,"Non-variolitic, dark grey basalt; minor veins",,51.35,0.71,14.69,11.07,8.15,0.17,6.15,4.11,0.081,0.079,0.55,2.6,0.003,96.56,99.16,99.71,53.18,0.74,15.21,11.46,8.44,0.18,6.37,4.26,0.08,0.08,100,9.96,59.35,4.191,0.019708,0.814923,0.763351,2,10,11,0.01,,,0.02,1.4,0.4,,0.17,23,1.8,110,3,3.18,0.83,3.15,0.3,73.5,2.1,18.1,12.1,11.2,19.7,2.63,9.99,2.31,0.61,2.56,0.41,2.98,0.7,1.83,0.32,1.86,0.28,35.6,106,239,,329,86,75,0.5,,1,4256.45
211848,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,221.9,222.02,"Non-variolitic, grey, aphanitic basalt; minor veins",,52.67,0.66,13.63,9.06,6.27,0.16,8.82,3.5,0.48,0.075,0.59,4.45,0.003,95.325,99.78,100.37,55.25,0.69,14.3,9.5,6.58,0.17,9.25,3.67,0.5,0.08,100,8.15,57.84,3.98,0.137143,0.611011,1.006544,1,12,12,0.02,,,0.02,1.6,,0.8,0.58,132,19.5,127,3,2.87,0.78,2.93,0.24,66,1.9,16.6,13,10.3,18,2.22,10.2,2.46,0.85,2.68,0.46,2.61,0.58,1.77,0.25,1.62,0.26,32,110,210,,289,84,55,0.4,0.6,0.9,3956.7
211850,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,229.71,229.82,"Non-variolitic, grey, aphanitic basalt; minor veins",,47.34,0.61,12.35,9.78,6.54,0.2,10.35,1.13,0.87,0.07,0.04,10.87,0.004,89.24,100.11,100.15,53.05,0.68,13.84,10.96,7.33,0.22,11.6,1.27,0.97,0.08,100,8.8,57,2,0.769912,0.571458,0.97345,,12,12,,,,0.02,1.2,0.2,,1.63,330,30,96.6,6,2.7,0.71,2.94,0.24,60.5,2,15.9,14.9,9.33,17.5,2.26,8.86,2.11,0.73,2.48,0.37,2.54,0.55,1.77,0.29,1.91,0.25,29.9,86,208,,263,68,60,0.7,0.8,0.9,3656.95
211852,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,241.22,241.34,Variolitic basalt - sample includes abundant varioles up to 1.5cm; minor veins,,51.24,0.62,13.03,10.5,7.86,0.2,8.08,2.68,0.302,0.068,0.04,5.38,0.004,94.58,99.96,100,54.18,0.66,13.78,11.1,8.31,0.21,8.54,2.83,0.32,0.07,100,9.45,59.75,2.982,0.112687,0.670932,0.945335,1,14,12,,,,,1.4,0.8,,0.62,112,11.6,131,3,2.91,0.83,2.99,0.24,65,1.85,16.2,13.5,9.79,17.8,2.49,8.54,2.25,0.73,2.45,0.41,2.78,0.66,1.8,0.27,1.78,0.25,31.2,98,200,0.1,329,60,80,1,4,1.6,3716.9
211856,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,252.86,252.98,"Non-variolitic, grey, aphanitic basalt; minor veins",,49.6,0.65,13.51,9.89,6.86,0.18,7.36,2.74,0.328,0.076,0.04,8.8,0.002,91.194,99.99,100.03,54.39,0.71,14.81,10.85,7.52,0.2,8.07,3,0.36,0.08,100,8.9,57.9,3.068,0.119708,0.74072,0.772481,,10,8,,,,,1.2,0.2,1.2,0.59,105,12.7,43.1,1,3.06,0.83,3.27,0.25,71.5,2.06,16.6,11.3,10.6,19.8,2.43,9.71,2.12,0.62,2.84,0.48,3.1,0.7,1.83,0.33,1.9,0.29,32.2,90,195,,243,58,75,0.3,8.2,0.65,3896.75
211858,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,266.58,266.7,"Non-variolitic, grey, aphanitic basalt; minor veins",,50.32,0.62,13.13,9.71,6.24,0.18,7.76,2.65,0.433,0.07,0.03,8.93,0.002,91.113,100.04,100.07,55.23,0.68,14.41,10.66,6.85,0.2,8.52,2.91,0.48,0.08,100,8.74,56.03,3.083,0.163396,0.693549,0.424525,,10,9,,,,,1.2,0.4,,0.77,196,16.3,52.4,2,2.84,0.68,2.93,0.21,65,1.85,14.4,9.6,8.86,17.9,2.2,8.2,2.19,0.32,2.4,0.39,2.53,0.56,1.75,0.26,1.73,0.26,27.2,90,185,,258,20,65,0.7,7.8,0.65,3716.9
211860,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,280.36,280.53,Variolitic basalt - sample includes abundant varioles; minor veins,,52.44,0.63,13,10.26,6.16,0.19,11.13,0.77,0.219,0.068,0.17,5.16,,94.867,100.03,100.2,55.28,0.66,13.7,10.82,6.49,0.2,11.73,0.81,0.23,0.07,100,9.23,54.34,0.989,0.284416,0.598192,0.75044,,12,11,,,,0.04,1.2,0.4,0.8,0.54,92.5,8.75,187,3,2.91,0.77,3.03,0.24,67,1.83,16.2,15.8,11.8,20.4,2.37,10.7,2.27,0.63,2.9,0.45,2.95,0.67,2.11,0.24,2,0.26,34.5,152,217,,610,48,70,2.3,15.8,1.5,3776.85
211862,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,283.12,283.24,"Non-variolitic, grey, basalt; minor veins",,51.66,0.67,13.59,10.22,7.45,0.21,8.78,1.31,0.929,0.074,0.11,5.15,,94.893,100.04,100.15,54.44,0.71,14.32,10.77,7.85,0.22,9.25,1.38,0.98,0.08,100,9.2,59.11,2.239,0.70916,0.710852,0.770386,1,15,14,0.02,,,,1.6,0.4,,1.81,254,39.8,108,3,3.14,0.89,3.38,0.26,72,2.21,16.5,15,12.1,21.4,2.62,9.52,2.2,0.63,2.84,0.46,2.71,0.69,1.79,0.24,1.81,0.26,36.2,158,230,,655,78,70,2.3,12.8,1.6,4016.65
211864,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,288.36,288.47,"Non-variolitic, dark grey, aphanitic basalt; minor veins",,47.1,0.64,12.95,9.89,6.55,0.19,9.64,1.36,0.981,0.071,0.04,10.54,0.003,89.372,99.91,99.95,52.7,0.72,14.49,11.07,7.33,0.21,10.79,1.52,1.1,0.08,100,8.9,56.77,2.341,0.721324,0.622014,1.030103,,9,8,0.02,,,0.04,1.2,0.4,1.6,1.59,355,38.4,79.7,3,2.84,0.84,2.82,0.23,67,1.85,16.8,13.2,9.79,18.8,2.33,8.9,2.44,0.85,2.57,0.45,2.59,0.67,1.96,0.28,1.9,0.24,29.3,88,204,0.5,260,52,65,0.5,0.2,1.05,3836.8
211866,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,304.59,304.7,"Fine-grained, grey-green basalt; abundant small varioles; minor veins",,49.67,0.64,13.38,9.47,6.01,0.18,9.42,2.27,0.065,0.073,0.05,8.82,0.003,91.178,100,100.05,54.48,0.7,14.67,10.39,6.59,0.2,10.33,2.49,0.07,0.08,100,8.52,55.72,2.335,0.028634,0.639421,1.04499,,10,8,,,,0.12,1,0.2,0.6,0.2,26.5,1.5,178,9,2.93,0.75,2.96,0.23,72.5,2.13,17,13.8,10.3,19.2,2.25,8.93,2.21,0.83,2.66,0.49,3.05,0.65,1.95,0.33,1.77,0.31,32.6,84,201,,231,54,65,1.6,1,1.15,3836.8
211868,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,318.24,318.35,"Non-variolitic, dark green-grey, aphanitic basalt; minor veins",,49.27,0.68,14.05,9.13,5.91,0.15,7.89,0.72,2.09,0.077,0.06,9.56,0.002,89.967,99.53,99.59,54.76,0.76,15.62,10.15,6.57,0.17,8.77,0.8,2.32,0.09,100,8.22,56.21,2.81,2.902778,0.789928,0.960246,,8,7,,,,0.06,1.4,0.8,0.6,2.76,361,71.2,52.2,12,2.92,0.77,3.08,0.27,72,1.98,17.2,15.4,11.1,20.9,2.64,9.53,2.13,0.74,2.6,0.48,2.83,0.65,1.61,0.29,1.83,0.26,33,90,221,,229,70,70,0.5,37.4,0.95,4076.6
211870,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,332.92,333.11,Variolitic basalt - sample includes abundant varioles; minor veins,,54.53,0.7,14.43,8.33,5.75,0.17,8.37,1.35,0.698,0.078,0.05,5.46,0.004,94.406,99.87,99.92,57.76,0.74,15.29,8.82,6.09,0.18,8.87,1.43,0.74,0.08,100,7.5,57.78,2.048,0.517037,0.793357,0.982952,2,8,7,,,,0.06,1.2,0.6,,1.31,382,25.1,143,5,3.22,0.83,3.14,0.28,74,2.4,18,15.3,12,21.5,2.65,11.1,2.23,0.79,2.7,0.45,3.15,0.74,1.71,0.3,1.98,0.26,31.4,90,218,,290,78,60,3.1,36.4,1.1,4196.5
211872,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,338.33,338.48,"Non-variolitic, dark green-grey, aphanitic basalt; minor veins",,50.16,0.69,14.37,10.81,7.2,0.19,8.32,2.01,0.018,0.078,0.06,5.81,,93.846,99.66,99.72,53.45,0.74,15.31,11.52,7.67,0.2,8.87,2.14,0.02,0.08,100,9.73,56.91,2.028,0.008955,0.778973,0.871871,2,8,5,,0.2,,0.06,1.2,0.6,1,0.21,9.5,0.15,126,11,3.21,0.74,3.31,0.28,74,2.06,18.3,17.3,11.2,21.4,2.76,10.4,2.1,0.71,2.95,0.49,3.1,0.74,2.07,0.29,2.08,0.25,33.5,92,228,0.1,248,90,95,2,16.2,1.5,4136.55
211874,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,352.85,352.94,"Non-variolitic, dark green-grey, aphanitic basalt; minor veins",,53.61,0.84,14.3,10.89,4.44,0.15,5.9,1.95,1.17,0.097,0.13,6.28,0.002,93.347,99.63,99.76,57.43,0.9,15.32,11.67,4.76,0.16,6.32,2.09,1.25,0.1,100,9.8,44.7,3.12,0.6,0.940957,0.790281,1,,,,0.3,,,1.2,,,2.09,300,38,101,6,4.07,0.96,4.08,0.34,91,2.84,16.4,18.2,13.6,25,3.17,11.2,3.13,0.78,2.79,0.51,3.22,0.66,1.95,0.29,2.04,0.29,35.4,48,265,,49,82,75,2.6,14,1.6,5035.8
211876,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,356.84,356.97,"Non-variolitic, dark green-grey, aphanitic basalt; minor veins",,51.55,0.82,14.31,9.91,3.91,0.15,7.16,2.2,1.62,0.092,0.35,7.67,0.002,91.722,99.39,99.74,56.2,0.89,15.6,10.8,4.26,0.16,7.81,2.4,1.77,0.1,100,8.92,43.89,3.82,0.736364,0.778325,0.891542,1,,,0.01,,,,1.4,0.6,0.6,1.97,455,58.9,58,4,3.84,1.04,4.07,0.31,88,2.62,17.8,15.5,12.6,24.1,3.09,11.9,2.76,0.83,2.89,0.5,3.39,0.66,1.95,0.34,1.95,0.31,35.9,46,256,,58,96,60,1.4,0.4,0.9,4915.9
211878,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,367.89,368.36,Variolitic basalt - sample includes abundant varioles; minor veins,,52.21,0.69,14.4,10.53,6.81,0.16,8.58,2.01,0.022,0.077,0.05,4.54,0.001,95.489,100.03,100.08,54.68,0.72,15.08,11.03,7.13,0.17,8.99,2.1,0.02,0.08,100,9.48,56.18,2.032,0.010945,0.760929,0.934042,,2,,,,,0.06,1.6,,1.2,0.16,11.5,0.15,230,5,3.26,0.86,3.12,0.26,72,2.07,16.5,14.8,11.1,20.3,2.56,9.18,2.47,0.78,2.6,0.44,3.22,0.7,2.06,0.26,1.95,0.26,34.2,112,222,,212,80,65,2.5,1,1.4,4136.55
211880,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,380.27,380.36,"Non-variolitic, dark green-grey, aphanitic basalt; minor veins",,50.65,0.74,14.19,9.42,5.59,0.14,7.33,3.74,0.042,0.083,0.13,7.73,0.003,91.925,99.66,99.79,55.1,0.81,15.44,10.25,6.08,0.15,7.97,4.07,0.05,0.09,100,8.48,54.05,3.782,0.01123,0.726947,0.8808,,1,,,,,,1.4,,0.2,0.33,19,0.7,133,3,3.28,0.99,3.68,0.28,78.5,2.37,18.5,12.7,12.1,21.2,2.92,10.3,2.76,0.82,2.89,0.47,3.48,0.71,1.9,0.29,2.09,0.24,33.9,74,214,,167,94,65,0.7,3.4,0.95,4436.3
211882,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,391.32,391.44,"Non-variolitic, light green-grey, aphanitic basalt; minor veins",,53.69,0.73,14.69,8.11,4.43,0.14,7.9,3.16,0.496,0.081,0.08,6.66,0.004,93.427,100.09,100.17,57.47,0.78,15.72,8.68,4.74,0.15,8.46,3.38,0.53,0.09,100,7.3,51.99,3.656,0.156962,0.731093,0.851255,,2,,0.03,,,0.04,1.8,0.6,,0.88,172,16.2,121,7,3.43,0.86,3.42,0.28,76,2.24,16.5,15.2,11.3,21.8,2.61,9.71,2.36,0.77,3.24,0.43,2.46,0.65,1.82,0.3,2.06,0.25,33.1,72,227,,177,86,45,3.4,41,1,4376.35
211884,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,394.23,394.36,"Non-variolitic, dark green-grey, aphanitic basalt; minor veins",,52.52,0.77,15.01,10.25,4.62,0.17,5.61,2.51,1.62,0.089,0.56,6.61,0.006,93.169,99.78,100.34,56.37,0.83,16.11,11,4.96,0.18,6.02,2.69,1.74,0.1,100,9.22,47.19,4.13,0.645418,0.933544,0.507603,1,2,,,,,0.02,1.4,0.6,1.2,2.38,535,61.8,38.5,1,3.68,0.99,3.83,0.33,84.5,2.39,18.5,15.4,11.9,22,2.94,11.2,2.89,0.46,2.54,0.5,3.2,0.74,1.89,0.32,2.47,0.27,37,72,261,,153,102,65,0.8,20,0.5,4616.15
211886,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,406.68,406.78,"Fine-grained, non-variolitic, grey, basalt; minor veins",,52.53,0.76,14.03,10.71,5.31,0.18,9.07,1.08,0.049,0.085,0.06,6.37,0.001,93.804,100.17,100.23,56,0.81,14.96,11.42,5.66,0.19,9.67,1.15,0.05,0.09,100,9.64,49.57,1.129,0.04537,0.766075,0.872405,1,,,,,,0.04,1.2,0.4,,0.15,19.5,1.1,206,4,3.78,0.93,3.64,0.38,81,2.48,18.5,16.5,12.3,22.7,2.91,11.5,2.65,0.81,3.02,0.52,3.36,0.68,1.8,0.29,2.12,0.34,34.3,66,235,,109,72,60,3.5,27.2,0.9,4556.2
211888,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,434.37,434.51,"Fine-grained, non-variolitic, grey, basalt; minor veins",,51.66,0.8,15.01,10.78,6.81,0.21,7.7,1.77,0.15,0.092,0.06,5.09,0.001,94.982,100.07,100.13,54.39,0.84,15.8,11.35,7.17,0.22,8.11,1.86,0.16,0.1,100,9.7,55.6,1.92,0.084746,0.879393,0.85213,2,,,,,,0.06,1.6,0.6,0.4,0.49,77,4.95,159,7,3.93,1.13,4.02,0.27,88,2.23,20.2,16.4,12.7,23.9,2.95,11.8,2.62,0.82,3.3,0.48,3.38,0.74,2.26,0.36,2.43,0.33,36.4,72,249,,140,100,80,3.3,4.8,1.2,4796
211892,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.767842,121.450035,core,KPDDH001,453.52,453.67,"Green-grey, pyroxene spinifex-textured, non-variolitic basalt; minor veins",,50.59,0.77,14.36,9.04,3.83,0.2,11.77,0.86,0.745,0.089,0.06,7.66,0.001,92.254,99.91,99.97,54.84,0.83,15.57,9.8,4.15,0.22,12.76,0.93,0.81,0.1,100,8.13,45.65,1.605,0.866279,0.608147,0.968876,,7,5,,,,,1.4,0.4,1.2,1.2,315,28,219,5,3.64,0.99,3.88,0.28,82,2.32,19.7,17.3,12.6,22.7,2.9,10.7,2.71,0.86,2.65,0.53,3.53,0.72,2.06,0.32,2.18,0.31,35.8,62,241,,157,76,55,4.9,34.8,1.35,4616.15
211591,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.815452,121.53623,core,SE18W1,2117.74,2117.89,Grey-green fine-grained to aphanitic basalt,,50.41,0.72,13.34,9.01,5.25,0.18,8.53,3.25,0.011,0.082,0.24,9.23,0.004,90.783,100.01,100.25,55.53,0.79,14.69,9.92,5.78,0.2,9.4,3.58,0.01,0.09,100,8.11,53.6,3.261,0.003385,0.639461,1.044642,,,,,0.2,,0.16,3,0.6,1.2,0.1,3.5,,217,7,3.54,1.05,4.01,0.24,83.5,2.45,18.8,16.2,12.2,21.9,2.87,9.86,2.98,1.05,3.12,0.48,3.17,0.71,1.74,0.4,1.9,0.27,35.1,66,213,0.8,125,70,65,0.7,24,1.15,4316.4
211592,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.815452,121.53623,core,SE18W1,2133.98,2134.13,Grey-green fine-grained to aphanitic basalt,,51.39,0.72,13.55,9.32,5.48,0.18,10.7,1,0.005,0.081,0.07,7.51,0.001,92.426,99.94,100.01,55.6,0.78,14.66,10.08,5.93,0.19,11.58,1.08,0.01,0.09,100,8.39,53.83,1.005,0.005,0.64226,0.984466,1,,,0.02,0.2,,0.14,2.6,0.8,,0.25,7.5,0.25,297,21,3.53,0.93,3.62,0.32,81,2.48,20.7,15.6,13.7,24.8,3.22,10.8,2.74,0.91,2.87,0.53,3.11,0.8,2.76,0.33,1.54,0.26,37.4,76,232,,154,68,60,1.7,11.2,1.2,4316.4
211593,Basalt,GSWA Barcoding Project,GSWA Barcoding 2020 release,,Kalgoorlie-Kambalda Strat,-30.815452,121.53623,core,SE18W1,2148.49,2148.62,Grey-green fine-grained to aphanitic basalt,,49.4,0.68,12.95,10.05,5.83,0.19,9.67,1.8,0.009,0.078,0.19,9.46,0.002,90.657,100.12,100.31,54.49,0.75,14.28,11.09,6.43,0.21,10.67,1.99,0.01,0.09,100,9.04,53.49,1.809,0.005,0.630301,0.769648,,,,,,,,1.4,,,0.32,1.5,,259,6,3.18,0.92,3.8,0.26,72.5,2.03,18.2,13.6,11.1,21.8,2.93,10.2,2.38,0.66,2.88,0.47,3.09,0.65,2.13,0.29,1.57,0.31,31.4,62,212,,141,58,65,1.2,13,1.1,4076.6
